commName,state,fold,population,racepctblack,racePctWhite,racePctAsian,racePctHisp,pctUrban,medIncome,pctWFarmSelf,pctWInvInc,pctWPubAsst,pctWRetire,perCapInc,PctPopUnderPov,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,FemalePctDiv,PctFam2Par,PctWorkMom,NumKidsBornNeverMar,PctKidsBornNeverMar,PctImmigRec10,PctRecImmig5,PctRecImmig8,PctNotSpeakEnglWell,PctLargHouseFam,PersPerOccupHous,PersPerRentOccHous,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccMedVal,OwnOccQrange,RentQrange,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LandArea,PopDens,PctUsePubTrans,larcPerPop,pctMinority,PctLarcPerPop,PctSingleParent,CommTransience,PctVacant,TotalHomeless,PctUnhoused
Wyoming,MI,1,63891,2.72,93.52,1.49,3.5,100,31103,0.45,41.08,4.69,13.42,13271,7.07,21.43,13.17,5.13,70.23,29.39,17,23.93,12.84,76.5,74.84,1184,2.5,26.68,0.58,0.69,0.95,4.93,2.63,2.18,2.55,48.64,3,888,96.46,0.79,19.26,1962,1.71,0.09,57700,23200,104,429,23,17.8,12.7,0,0,3.49,81.96,53.39,85.47,94.03,25.2,2539,0.59,3469.37,6.480000000000004,5.430138830195176,23.5,26.39,3.5400000000000063,0,0
Hastings,MN,1,15440,0.31,98.63,0.64,0.49,0,36091,0.81,47.33,3.41,12.51,14482,5,18.63,16.75,5.18,69.13,24.87,21.76,18.97,10.57,79.12,80.26,177,1.42,32.91,0.26,0.34,0.61,4.2,2.76,2.17,1.63,37.23,3,144,97.4,0.69,20.83,1968,1.44,0.22,83700,27900,110,442,27.2,20.9,11.3,0,0,1.02,76.9,51.79,80.72,91.57,9.4,1641.9,1.69,2232.98,1.3700000000000045,14.462305699481865,20.879999999999995,30.2,2.5999999999999943,0,0
Paragould,AR,1,18540,0.09,99.39,0.18,0.51,0,19985,1.62,33.14,8.77,12.6,10444,18.82,39.87,11.26,7.01,55.48,33.52,19.75,27.97,13.59,76.53,73.04,112,0.67,0,0,0,0.28,2.28,2.44,2.34,1.88,43.88,3,472,94.03,4.66,35.38,1972,10.95,0.51,41800,29500,121,280,26,17.5,12.3,7,0,0.26,73.8,52.41,83.68,89.62,30.1,616.9,0.23,2331.96,0.6099999999999994,12.577993527508092,23.47,30.04,5.969999999999999,7,0.04
Beverly Hills,CA,1,31971,1.7,91.28,5.46,5.4,100,54348,0.56,55.83,3.47,9.02,55463,6.6,10.57,46.95,3.8,60.76,8.37,28.42,1.37,15.23,75.73,55.66,223,1.04,41.76,7.76,11.12,4.86,4.05,2.19,1.78,3.27,61.04,2,1159,92.63,1.38,31.23,1949,0.4,0.2,500001,0,341,925,29.5,24,12.9,0,5,34.82,26.78,52.74,82.67,85.41,5.9,5437.2,4.31,5271.06,8.719999999999999,16.487003847236558,24.269999999999996,45.94,7.3700000000000045,5,0.02
University Heights,OH,1,14790,16.34,81.75,1.53,1,100,43376,0.61,65.12,2.47,12.64,18705,2.9,9.16,47,4.65,60.44,10.93,42.35,4.23,7.76,83.94,75.55,208,2.22,20.7,1.26,1.79,0.8,3.36,2.5,1.8,0.56,22.15,3,135,97.45,0,42.96,1948,0.21,0,90400,36000,175,559,27.5,18.9,13.5,0,0,10.29,62.7,53.8,78.85,86.92,1.9,7812.2,5.81,1298.97,18.25,8.782758620689656,16.060000000000002,34.88,2.549999999999997,0,0
Marion,OH,1,34075,4.22,94.72,0.45,0.85,0,22439,0.66,31.66,12.41,16.99,10365,16.85,30.32,9.41,10.98,55.48,26.25,20.37,22.82,15.71,70.49,66.36,868,2.97,31.64,0.1,0.12,0.24,4.6,2.56,2.45,1.68,40.38,3,1064,92.53,3.38,57.42,1945,12.2,0.81,34500,24000,99,337,25.6,16.3,12.9,4,0,0.75,81.01,53.95,85.45,93.41,8.3,4102.3,1.01,4409.86,5.280000000000001,12.941628760088038,29.510000000000005,26.53,7.469999999999999,4,0.01
Toledo,OH,1,332943,19.7,76.96,1.05,3.97,100,24819,0.36,36.37,12.29,18.44,11894,19.09,26.84,14.06,9.92,55.56,19.58,26.72,18.52,15.15,62.64,66.3,15969,6,37.1,0.76,0.89,0.8,5.59,2.5,2.28,1.95,47.33,3,11242,92.09,13.37,48.67,1951,5.49,0.34,48900,34700,155,378,27.2,17,13.9,260,12,2.78,76.14,56.77,88,93.19,83.5,3988.5,3,4707.51,23.040000000000006,1.4139086870725621,37.36,26.36,7.909999999999997,272,0.08
Philadelphia,PA,1,1585577,39.86,53.52,2.74,5.63,100,24603,0.35,32.15,13.98,18.2,12091,20.27,35.69,15.22,9.62,52.77,13.58,29.55,14.13,14.12,53.45,62.23,138864,11.53,42.58,1.61,2.19,2.63,8.48,2.56,2.25,4.69,42.28,3,71824,89.36,21.96,59.26,1939,4.25,0.88,49400,49200,231,452,29.8,19.3,14.8,3416,1069,6.61,73.58,64.33,88.86,92.65,140,11326,29.31,2561.1,46.48,0.1615247950746006,46.55,24.41,10.64,4485,0.28
Newton,MA,1,82585,2.08,92.78,4.55,1.98,100,59719,0.99,66.23,2.91,14.43,28840,4.33,8.34,57.22,3.94,67.36,10.61,42.62,4.03,7.62,84.76,74.67,355,0.7,31.9,2.85,3.46,1.63,4.02,2.6,2.19,0.84,33.82,3,1042,96.58,0.29,38.58,1939,0.37,0.27,293400,169700,423,884,25.2,20.9,13.1,196,0,13.03,55.34,60.43,75.1,85.9,18.7,4413,12.27,1709.31,7.219999999999999,2.0697584307077554,15.239999999999995,36.38,3.4200000000000017,196,0.24
Ormond Beach,FL,1,29721,3.52,95.13,1.03,1.7,100,32704,0.48,54.7,4.52,26.5,18875,6.72,15.77,26.17,4.21,51.11,8.61,27.27,7.13,11.99,76.18,70.28,276,1.18,13.69,0.43,0.59,0.7,2.01,2.32,2.13,1.07,43.28,3,1487,89.52,0.81,27.37,1975,1.73,0.08,91500,57900,241,544,28.3,21.8,12.7,0,0,6.05,22.65,46.85,70.75,77.44,26.1,1137.7,0.77,2940.9,4.8700000000000045,9.895023720601595,23.819999999999993,53.25,10.480000000000004,0,0
Lynchburg,VA,1,66049,26.41,72.45,0.76,0.72,100,23726,0.63,39.06,7.54,17.2,12657,16.45,30.52,21.74,5.97,56.27,19.31,31.2,14.92,12.67,64,72.3,2858,5.88,50.54,0.72,0.79,0.35,3.95,2.39,2.21,1.83,47.28,3,2090,92.33,4.31,40.48,1960,7.07,0.29,56900,42100,174,346,24.7,16.9,12.6,47,0,1.68,70.07,52.6,73.84,86.06,51.2,1290.5,3.33,3448.48,27.549999999999997,5.2210934306348316,36,34.5,7.670000000000002,47,0.07
Clinton,MS,1,21847,17.14,81.71,0.92,0.48,100,36770,1,42.8,3.8,14.75,14677,9.48,13.22,38.29,3.37,70.5,9.57,32.53,7.43,11.35,76.53,76.48,567,3.9,58.35,0.96,0.96,0.35,3.92,2.78,2.41,2.99,33.11,3,427,94.61,0.94,26.7,1976,2.6,0.37,73400,32100,121,438,25.6,18.1,12.3,0,0,1.78,70.21,46.9,75.27,88.08,24.7,885.5,0.24,1906.06,18.290000000000006,8.724584611159427,23.47,35.87,5.390000000000001,0,0
Anderson,SC,1,26184,34.26,65.09,0.31,0.53,100,19433,0.44,31.57,8.88,15.8,10866,19.89,37.36,16.96,7.46,54.48,26.9,24.72,21.73,14.14,56.04,76.59,1821,7.89,23.08,0.14,0.16,0.44,5.24,2.36,2.36,3.97,57.54,2,994,91.36,2.41,49.4,1961,11.53,0.25,53100,40600,173,327,24.6,20.6,13.5,12,6,0.7,76.1,50.04,83.54,91.1,12.8,2042.4,0.88,4098,34.91,15.650779101741522,43.96,30.11,8.64,18,0.07
Mesquite,TX,1,101484,5.83,87.21,2.63,8.77,100,35934,0.85,34.13,4.08,9.17,14115,7.73,18.76,18.31,4.74,74.16,14.53,18.82,11.26,15.87,77.5,76.4,1198,1.78,44.56,1.02,1.5,1.19,4.66,2.81,2.5,4.75,36.41,3,3395,91.35,5.24,40.27,1977,3.79,0.16,68700,34300,149,469,24.3,21.3,12.7,0,4,4.66,67.97,43.88,83.76,92.25,44.4,2286.9,1.22,4475.25,12.790000000000006,4.4098084427101805,22.5,34.8,8.650000000000006,4,0
Park Forest,IL,1,24656,24.63,73,1.13,3.12,100,36995,0.36,42.77,4.16,14.99,14756,4.89,13.06,24.93,4.94,67.87,14.73,28.66,11.49,16.2,71.03,75.25,678,3.72,21.73,0.39,0.55,0.67,4.83,2.65,2.53,1.63,44.74,3,323,96.58,0.31,16.1,1955,1.03,0.15,58800,26400,235,479,22.7,18.7,11.4,0,0,3.38,70.72,57.89,85.21,94.8,5.1,4826.9,11.71,2062.22,27,8.363968202,28.97,28.73,3.4200000000000017,0,0
Chippewa Falls,WI,1,12727,0.11,99.03,0.34,0.34,100,23056,0.63,49.72,8.75,17.21,11034,11.12,25.73,13.05,6.85,55.78,29.03,26.98,20.9,12.13,72.22,74.49,212,1.89,13.58,0,0.02,0.47,3.44,2.34,1.97,1.06,51.2,2,236,95.58,2.54,39.41,1952,2.55,0.56,43600,21900,143,329,27.1,18.6,13.6,0,0,0.64,78.91,54.71,84.7,92.48,10.2,1249.9,0.19,2862.65,0.9699999999999989,22.49273198711401,27.78,27.23,4.420000000000002,0,0
Beavercreek,OH,1,33626,0.92,96.35,2.34,1.02,100,49143,0.99,64,1.98,21.15,18362,3.51,11.01,37.21,3.13,69.01,18.19,30.58,8.47,6.42,89.64,69.9,77,0.32,30.07,0.73,0.94,0.49,3.26,2.84,2.29,0.45,16.76,3,455,96.25,0.22,51.43,1968,0.35,0.07,97100,45900,196,577,22.9,19.1,11.6,0,0,3.43,56.09,57.26,68.76,84,26.7,1260.7,0.34,2717.32,3.6500000000000057,8.081008743234403,10.36,39.3,3.75,0,0
Keene,NH,1,22430,0.28,98.83,0.59,0.59,0,31235,0.93,51.45,4.67,16.39,14246,8.06,16.34,28.98,6.42,63.92,19.92,27.04,13.56,11.97,74.41,75.69,281,1.74,30.3,0.57,0.71,0.52,2.93,2.42,2.07,1.25,48.35,3,450,94.91,0.44,25.78,1954,4.6,0.33,113000,51500,249,542,29.7,23.7,15.5,1,0,2.65,48.31,47.1,71.82,79.59,38.6,580.3,0.03,3709.63,1.1700000000000017,16.53869817209095,25.590000000000003,44.26,5.090000000000003,1,0
Springfield,OH,1,13352,2.55,97.01,0.28,0.36,73.6,32713,1.76,46.04,5.23,24.43,14243,8.79,25.83,13.65,5.41,55.46,24.72,22.89,17.76,9.11,82.16,72.52,125,1.16,11.54,0.04,0.11,0.48,3.26,2.69,2.51,1.2,32.59,3,132,97.29,2.27,40.91,1957,2.3,1.35,66300,43400,164,341,24.3,16.9,12.1,4,0,0.97,79.97,63.34,91.08,95.84,36.1,369.6,0.2,2446.48,2.989999999999995,18.32294787297783,17.840000000000003,21.87,2.7099999999999937,4,0.03
Swissvale,PA,1,10637,9.69,89.52,0.51,0.75,100,23773,0,43.75,8.65,19.7,13164,12.53,21.74,20.9,6.62,55.31,12.37,35.69,9.73,12.34,63.45,64.4,232,2.99,20.9,0.36,0.48,0.35,3.26,2.15,1.81,0.65,56.32,2,358,93.22,5.87,53.35,1940,1.91,1.15,40900,25700,130,402,24.4,20.1,13.8,0,0,2.29,89.14,64.43,92.84,95.93,1.2,8564.4,16.83,1893.58,10.480000000000004,17.801823822506346,36.55,17.86,6.780000000000001,0,0
Knoxville,TN,1,165121,15.78,82.73,1.04,0.67,100,19923,0.54,34.7,9.69,15.24,12108,20.8,29.21,21.73,7.11,55.4,12.82,29.18,14.23,15.95,62.09,65.69,5720,4.81,61.91,0.88,1.1,0.48,3.15,2.2,2.01,2.29,59.26,2,6480,91.52,7.04,33.72,1960,6.38,0.28,49800,33700,156,332,26.5,20.4,13.6,354,130,1.98,69.57,47.86,77.77,87.92,80,2063.3,1.93,3504.88,17.269999999999996,2.122613114019416,37.91,34.93,8.480000000000004,484,0.29
Kernersville,NC,1,10836,5.59,92.94,0.58,1.49,0,25649,0.9,30.14,2.24,7.63,13997,8.46,25.51,16.96,5.99,71.82,26.71,14.3,19.37,17.29,66.54,84.51,183,2.38,61.63,0.55,0.55,0.81,1.49,2.24,2.05,1.7,65.02,2,314,93.81,1.27,21.66,1977,6.37,0.65,80700,50300,117,373,22.5,20.8,13.1,0,0,1.59,60.31,34.76,64.31,79.22,7.5,1451,0,4518,7.060000000000002,41.69435215946844,33.459999999999994,46.87,6.189999999999998,0,0
Bloomington,MN,1,86335,1.61,94.71,3.09,0.93,100,41736,0.99,56.86,2.63,14.41,20032,3.7,8.76,31.69,3.28,74.28,17.21,21.96,9.56,10.92,80.21,78.55,777,1.27,39.62,0.71,1.04,0.71,2.84,2.47,1.92,1.41,42.58,3,1327,96.29,0.15,22.61,1967,0.63,0.18,97500,45000,182,574,25.8,20,11.3,0,0,4.04,66.76,54.64,82.23,90.48,36.8,2345.2,3.14,4254.13,5.290000000000006,4.927468581687612,19.790000000000006,32.12,3.7099999999999937,0,0
Scotch Plains,NJ,1,21160,11.1,83.79,4.57,2.83,100,58194,1.75,64.95,2.35,16.17,27093,1.49,12.02,41.42,3.75,67.53,14.49,28.02,6.01,7.81,86.47,65.23,96,0.67,33.58,1.56,2.34,1.53,3.96,2.77,2.13,0.92,25.64,3,198,97.46,2.53,46.46,1957,0.41,0.28,206900,116200,195,782,23.5,21.1,15,0,0,10.92,58.63,70.79,81.71,90.89,9.4,2250.1,7.6,1271.19,16.209999999999994,6.007514177693762,13.530000000000001,29.62,2.5400000000000063,0,0
Newington,CT,1,29208,1.41,96.54,1.4,2.1,100,45481,0.33,60.89,2.87,21.71,19668,1.79,20.02,24.89,3.44,67.54,15.61,24.08,8.43,9.91,82.24,79.94,185,0.85,18.44,0.82,1.58,2.51,3.04,2.56,2.13,0.88,42.36,3,386,96.67,0.26,36.79,1964,0.25,0.19,165800,56100,217,716,24.7,21.5,12.8,0,0,10.94,66.78,64.52,90.85,93.45,13.7,2139.7,1.46,2681.08,3.4599999999999937,9.179265954533005,17.760000000000005,25.95,3.3299999999999983,0,0
Moberly,MO,1,12839,7.24,91.65,0.54,0.86,0,20569,2.14,40.02,6.53,12.22,10475,18.27,31.36,14.2,8.52,54.24,16.5,27.13,18.42,12.38,71.13,76.08,259,2.49,23.96,0.18,0.18,0.44,3.78,2.37,2.22,1.82,55.86,2,618,89.41,0.65,53.4,1954,10.58,0.58,33200,33000,108,277,25.3,18.1,13.4,0,0,0.75,75.46,50.83,77.48,88.98,10.5,1227.9,0.55,3853.43,8.349999999999994,30.013474569670535,28.870000000000005,32.08,10.590000000000003,0,0
Sandy,UT,1,75058,0.19,97.05,1.69,2.54,100,43971,0.85,45.34,2.59,9.81,12840,4.21,6.93,29.42,3.56,72.82,12.64,22.87,8.39,7.77,89.17,65.64,228,0.43,26.99,0.39,0.53,0.55,20.44,3.85,3.21,3.24,13.73,4,687,96.58,1.31,32.31,1978,0.86,0.26,87500,40800,245,500,22.8,21.9,11.4,0,0,2.92,66.41,51.8,80.89,85.88,20.7,3625.3,2.34,2810,2.950000000000003,3.7437714833861815,10.829999999999998,33.63,3.4200000000000017,0,0
Wheaton,IL,1,51464,2.53,92.97,3.78,2.04,100,52208,0.96,65.08,1.94,11.43,22433,5.12,7.8,49.38,2.42,70.3,15.33,31.86,5.38,9.02,87.46,67.26,229,0.68,41.23,1.46,2.11,1.15,4.34,2.74,2.19,1.32,33.72,3,860,95.38,0.23,18.6,1971,0.43,0.09,148700,87900,218,646,26.8,22.3,12.1,0,0,6.45,58.52,46.01,71.51,83.26,11.5,4486.1,9.74,1939.24,7.030000000000001,3.768148608736204,12.540000000000006,41.32,4.6200000000000045,0,0
White Lake,MI,1,22608,0.69,98.03,0.43,1.3,82.94,42549,0.98,44.73,5.63,13.94,16750,4.36,16.57,16.76,6.2,67.54,24.3,20.98,14.48,12.04,82.93,71.03,410,2.64,11.85,0.18,0.21,0.23,4.46,2.87,2.53,2.06,32.43,3,491,94.06,0.61,47.66,1970,1.57,0.1,97000,60300,169,543,23.8,17.9,12.9,0,0,2.05,84.3,57.66,87.87,96.67,34.8,648.8,0.18,2660.58,1.9699999999999989,11.768312101910826,17.069999999999993,23.39,5.939999999999998,0,0
Chickasha,OK,1,14988,9.78,84.1,0.45,2.48,0,18357,1.51,34.3,10.04,16.92,10377,23.15,33.47,18.06,9.5,51.29,16.2,30.48,17.19,14.36,68.5,69.09,357,2.65,32.98,0.22,0.29,0.29,3.68,2.39,2.43,2.43,51.03,2,1038,85.28,6.94,67.73,1957,13.73,0.09,38000,32700,124,303,26.9,20.9,12.6,17,0,1.27,71.55,50.54,81.53,93.34,14.2,1057.3,0,3003.48,15.900000000000006,20.039231385108085,31.5,32.13,14.719999999999999,17,0.11
Tucson,AZ,1,405390,4.28,75.25,2.2,29.25,99.98,21748,0.59,36.28,6.58,16.38,11184,20.16,21.39,20.71,8.12,58.52,9.49,28.85,10.35,16.19,65.86,68.39,12404,4.29,44.27,3.05,3.81,4.14,6.32,2.42,2.24,7.3,62.99,2,20653,88.74,2.07,22.06,1971,6.88,0.38,66800,33400,146,377,29.6,21.7,12.5,437,102,10.71,34.8,41.54,73.61,79.3,161.9,2503.8,4.29,7128.3,24.75,1.758380818471102,34.14,50.02,11.260000000000005,539,0.13
Galloway,NJ,1,23330,7.36,88.58,2.67,3.69,64.02,41944,0.57,36.52,3.11,12.87,16302,4.35,18.12,20.42,4.1,69.92,5.53,17.93,9.45,10.33,79.01,71.3,330,2.48,28.87,0.54,1.06,1,4.35,2.69,2.45,2.19,47.98,3,932,89.49,0.86,38.3,1982,1.68,0.42,111300,56600,127,727,24.3,23.1,12.8,0,0,4.16,62.31,40.26,66.89,88.65,93.6,249.1,1.66,2332.3,11.420000000000002,9.996999571,20.989999999999995,43.51,10.510000000000005,0,0
Sweetwater,TX,1,11967,5.57,73.69,0.15,28.98,0,19157,2.29,27.47,8.36,11.19,9210,23.02,41.2,11.11,8.51,53.98,16.21,25.88,19.92,11.64,75.23,65.79,200,1.79,23.49,0.23,0.52,1.76,6.79,2.58,2.62,6.25,54.98,2,721,86.35,4.85,55.2,1956,13.7,0.64,27200,28300,134,282,27.9,18.6,13.6,0,0,2.49,84.15,53.48,79.79,96.69,9,1329.7,0.58,3695.51,26.310000000000002,30.880838973844742,24.769999999999996,27.53,13.650000000000006,0,0
Portsmouth,NH,1,25925,4.6,92.63,1.72,2,100,30591,0.27,48.5,4.68,18.47,15557,6.68,11.2,26.55,5.12,69.93,14.9,21.93,9.61,14.26,75.93,75.1,286,1.69,30.47,0.57,1,0.8,2.87,2.39,2.35,1.7,57.38,2,1040,90.85,2.5,44.33,1950,2.85,0.36,137600,58200,233,553,26.4,23.7,13.8,65,0,4.04,32.62,39.91,59.25,64.89,16.2,1602.6,0.99,3353.91,7.3700000000000045,12.936972034715524,24.069999999999993,56.07,9.150000000000006,65,0.25
Hull,MA,1,10466,0.89,98.1,0.64,1.08,100,37683,0.16,37.59,7.14,13.67,16907,8.02,14.63,19.66,7.31,65.59,11.39,22.02,11.41,14.04,70.43,65.72,213,2.85,23.58,0.45,0.84,1.02,7.07,2.73,2.5,1.21,37.96,3,1468,72.07,13.56,56.4,1945,1.11,1.2,152800,66300,333,797,29.4,24,12.9,56,0,5.39,78.48,59.52,74.64,92.12,3.1,3397.6,8.66,907.62,1.9000000000000057,8.672081024269062,29.569999999999993,29.12,27.930000000000007,56,0.54
Scott,PA,1,17118,0.59,97.87,1.37,0.55,100,34644,0.83,63.01,2.46,20.56,18380,4.13,16.84,29.72,3.05,63.85,10.36,27.88,7.48,8.77,83.2,71.98,94,0.77,23.38,0.32,0.6,0.48,1.83,2.23,1.73,0.64,49.13,3,323,95.86,0.31,30.03,1958,0.62,0.14,69000,32800,188,520,21.6,19.7,13.6,0,0,3.07,84.64,61.22,88.89,94.24,4.1,4180.8,11.76,1010.91,2.1299999999999955,5.905538030143708,16.799999999999997,21.75,4.140000000000001,0,0
Pittsfield,MI,1,17668,16.58,78.17,4.04,2.1,70.5,34639,0.49,42.93,3.63,7.36,16936,9.33,12.12,38.51,3.78,71.33,19.48,35.05,6.88,12.66,74.43,73.58,519,5.53,49.79,2.62,3.12,0.93,3.71,2.33,1.93,2.54,66.88,2,774,90.07,0.13,26.49,1975,2.34,0,118800,53100,124,585,24.5,21.8,14,0,0,8.21,60.66,29.96,60.74,81.92,29.1,606.6,2.48,6626.64,21.83,37.50645234321938,25.569999999999993,49.55,9.930000000000007,0,0
Duncanville,TX,1,35748,12.06,82.54,2.14,6.65,100,41028,1.02,46.43,2.52,12.66,17060,3.78,12.99,29.02,4.57,72.16,13.67,22.5,10.66,13.94,78.22,73.78,437,1.81,37.74,0.38,0.88,0.56,4.24,2.85,2.62,3.35,27.98,3,849,93.64,0.59,24.62,1975,1.87,0.18,86200,52200,204,529,26.2,19.9,11.3,0,0,3.39,63.45,52.65,83.13,91.59,11.7,3057.5,0.89,3199.74,17.459999999999994,8.950822424,21.78,33.59,6.359999999999999,0,0
Mexico,MO,1,11290,9.4,89.79,0.46,0.42,0,23744,2.2,39.67,8.81,19.86,12249,14.35,30.01,13.93,4.48,55.04,21.38,28.97,18.04,11.56,71.5,77.08,211,2.12,21.43,0.19,0.19,0.13,3.16,2.35,2.29,1.63,51.98,2,431,91.41,1.86,50.58,1958,7.3,0.28,38300,30000,134,285,25.8,14.5,12,0,0,0.87,81.96,56.53,82.64,93.14,10.3,1098.7,0.63,1588.7,10.209999999999994,14.071744906997344,28.5,26.29,8.590000000000003,0,0
New Providence,NJ,1,11439,0.54,94.18,4.9,2.7,100,62420,0.96,70.06,2.04,18.5,29773,2.45,9.49,48.6,2.71,69.32,12.85,24.24,4.86,7.31,90.92,66.83,32,0.38,28.65,1.85,3.02,1.23,3.2,2.68,2.06,0.64,25.71,3,84,98.06,1.19,38.1,1957,0.52,0.58,246400,89500,352,757,24.9,21.2,12.7,0,0,12.51,52.16,65.66,79.06,90.11,3.8,3001.1,7.98,768.21,5.819999999999993,6.715709415158668,9.079999999999998,34.37,1.9399999999999977,0,0
Barnstable,MA,1,40949,2.7,94.53,0.7,1.71,83.39,33411,0.81,40.18,5.68,22.03,17376,6.78,11.27,28.3,7.22,57,9.39,21.91,9.22,12.63,71.82,68.72,609,1.87,31.8,1.38,1.63,1.06,3.41,2.4,2.23,1.46,37.53,3,6769,71.04,0.96,45.5,1973,1.71,0.3,160000,92600,270,673,31.8,26.1,14.2,273,6,5.53,67.37,52.01,78.56,89.51,62.2,658.2,1.18,1555.67,5.469999999999999,3.799042711665731,28.180000000000007,34.02,28.959999999999994,279,0.68
Rutherford,NJ,1,17790,3.01,89.39,6.45,5.78,100,46499,0.47,61.29,2.85,18.89,20579,3.68,16.92,32.44,4.17,62.97,15.59,22.68,8.9,8.77,84.36,69.23,156,1.33,34.93,3.57,4.83,3.21,5.08,2.59,2.05,2,45.19,3,536,92.58,2.99,42.16,1939,1.09,0.14,206200,60300,243,681,24.9,21.6,15.6,5,0,16.06,60.14,68.6,79.74,88.58,2.9,6118.4,18.82,1381.09,10.61,7.763293985385047,15.64,30.51,7.420000000000002,5,0.03
Portland,OR,1,437319,7.67,84.64,5.3,3.17,100,25592,0.75,43.45,6.9,15.46,14478,14.53,17.1,25.95,6.16,62.61,15.11,26.06,14.43,17.45,66.43,70.4,11790,3.97,50.21,2.3,2.96,2.17,5,2.27,2.05,3.49,56.17,2,11100,94.4,5.5,30.54,1947,4.47,0.64,59200,38800,149,397,25.8,20.2,14.3,1553,149,7.68,47.82,46,76.24,85.35,129.1,3386.2,11.41,5890.68,15.36,1.3469984153444052,33.56999999999999,43.31,5.599999999999994,1702,0.39
Manassas,VA,1,27957,10.33,83.46,3.1,5.73,100,46674,0.47,41.6,3.24,11.41,18554,3.79,15.79,25.82,3.3,77.22,6.84,18.85,10.09,12.3,81.33,74.66,474,2.8,58.85,2.19,3.19,2.59,6.1,2.88,2.74,3.13,32.6,3,751,92.66,1.46,21.3,1981,4.11,0.51,150700,68800,171,695,25.5,25.3,13.7,7,0,7.62,37.57,29.6,47.71,74.55,10.4,2695.4,1,3314.39,16.540000000000006,11.855313517187108,18.67,61.71,7.340000000000003,7,0.03
Torrance,CA,1,133107,1.45,72.98,21.86,10.07,100,47204,0.67,51.28,4.3,14.75,22095,5.15,12.38,31.23,3.95,67.04,25.49,18.92,6.72,13.42,79.26,66.06,1217,1.37,51.23,7.14,9.56,5.83,4.13,2.51,2.27,6.41,52.31,2,2312,95.79,1.56,16.65,1961,1.2,0.27,340000,147300,325,795,26.9,23.1,11.2,0,18,22.17,41.72,49.81,82.48,85.95,21.3,6260.9,1.53,2948.59,27.019999999999996,2.215202806764483,20.739999999999995,42,4.209999999999994,18,0.01
South Jordan,UT,1,12220,0.06,98.01,0.86,2.06,100,43804,2.87,42.37,3.16,11.56,10626,3.21,9.1,22.85,3.21,70.81,14.63,22.76,11.33,5.09,93.07,62.54,45,0.44,4.79,0,0,0.84,31.58,4.32,3.72,4.84,12.48,4,56,98.06,7.14,60.71,1979,0.6,0.42,93900,40500,287,512,21.7,23.3,12.8,0,0,1.19,75.24,51.42,88.33,92.45,20.9,585.8,1.27,2307.43,1.9899999999999949,18.88240589198036,6.930000000000007,28.34,1.9399999999999977,0,0
Redwood City,CA,1,66072,3.64,82.76,6.32,24.12,100,42962,0.5,49.19,5.3,14.76,20292,8.3,18.45,27.09,3.82,69.14,16.31,21.5,10.24,15.3,72.39,73.54,1394,3.48,51.48,7.09,9.85,7.86,7.25,2.52,2.51,10.47,61.71,2,1354,94.96,0.59,15.81,1961,1.85,0.58,349500,167500,325,728,28.6,28.2,12,91,125,23.8,50.11,46.52,77.2,88.9,19.7,3349.1,3.85,2753.72,17.239999999999995,4.167756386971789,27.61,42.06,5.040000000000006,216,0.33
Lancaster,PA,1,13187,3.03,93.76,1.36,3.4,97.79,35855,0.32,61.86,4.14,21.23,18645,6.27,21.66,27.84,3.31,62.15,22.62,29.11,14.22,10.71,77.84,75.28,169,1.77,37.79,1.34,1.59,0.76,2.85,2.32,1.95,1.16,40.69,3,199,96.4,0.5,25.63,1961,0.41,0.09,92700,69600,132,534,25.1,20.2,11.7,0,0,5.28,74.75,49.01,82.92,89.32,6.3,2104.5,1.68,2288.99,6.239999999999995,17.357928262682943,22.159999999999997,31.11,3.5999999999999943,0,0
Algonquin,IL,1,11663,0.17,98.04,1.29,1.73,100,53665,1.08,57.19,0.18,9.95,19255,1.65,9.45,32.89,2.29,75.69,21.62,17.69,9.29,6.77,92.11,60.18,34,0.48,16.86,0.3,0.51,0.26,3.95,3.01,2.15,0.93,20,3,100,97.48,2,31,1980,0.93,0.28,133300,50400,182,527,20.5,23.9,13.5,0,0,4.51,70.13,43.22,55.18,90.13,5.4,2148.7,3.2,1528.52,1.9599999999999937,13.105718940238361,7.890000000000001,43.82,2.519999999999996,0,0
Sebastian,FL,1,10205,1.06,97.38,1.04,1.79,0,26654,0.41,40.44,3.65,31.45,12165,6.77,26.53,9.91,5.66,48.43,8.22,19.42,13.47,9.77,80.47,69.76,145,1.68,17.35,0.31,0.56,0.44,2.39,2.46,2.89,1.88,52.66,2,467,89.87,0.21,25.05,1984,3.16,0.2,68700,30800,114,557,25.8,22.2,11.5,0,0,5.5,22.88,32.16,52.33,71.28,13,785.2,0,2354.24,2.6200000000000045,23.069475747182754,19.53,64.21,10.129999999999995,0,0
